WHONET_ORG_CODE	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	DWC_TAXON_ID	DWC_TAXONOMIC_STATUS	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
shb	Shigella flexneri	C		-			-	EBC		SHI			SHIP	85729005	Shigella flexneri	4X4L6	ACCEPTED	3221854	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella
shd	Shigella sonnei	C		-			-	EBC		SHI			SHIP	4298009	Shigella sonnei	4X4L7	ACCEPTED	3221857	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella
sim	Simonsiella sp.	C		-			-			SIM			OTH	131355004	Simonsiella species	7H35	ACCEPTED	3220200	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella
spb	Sphingobacterium sp.	C		-			-		NFR	SPB			OTH	131357007	Sphingobacterium species	7KV2	ACCEPTED	3228645	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
sml	Sphingobacterium multivorum	C		-			-		NFR	SPB			OTH	51595006	Sphingobacterium multivorum	4YZK4	ACCEPTED	3228810	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ssv	Sphingobacterium spiritivorum	C		-			-		NFR	SPB			OTH	61675006	Sphingobacterium spiritivorum	4YZK8	ACCEPTED	3228803	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
fth	Sphingobacterium thalpophilum	C		-			-		NFR	SPB			OTH	113954009	Sphingobacterium thalpophilum	4YZK9	ACCEPTED	3228805	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
sph	Sphingomonas sp.	C		-			-		NFR	SPH			OTH	131235002	Sphingomonas species	7KV9	ACCEPTED	3221354	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
spa	Sphingomonas paucimobilis	C		-			-		NFR	SPH			OTH	243350004	Sphingomonas paucimobilis	4YZNN	ACCEPTED	3221384	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
psl	Spilopsyllus sp.	C		i						PSL								1419561	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Arthropoda	Insecta	Siphonaptera	Pulicidae	Spilopsyllus
syc	Spilopsyllus cuniculi	C		i						PSL								1419562	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Arthropoda	Insecta	Siphonaptera	Pulicidae	Spilopsyllus
spr	Spirillum sp.	C		b			-			SPR			OTH	131356003	Spirillum species	7LBF	ACCEPTED	3220355	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Spirillaceae	Spirillum
svo	Spirillum volutans	C		b			-			SPR			OTH	113951001	Spirillum volutans	4Z7CG	ACCEPTED	5427466	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Spirillaceae	Spirillum
pir	Spirocerca sp.	C		w						PIR								2284479	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Nematoda	Secernentea	Spirurida	Spirocercidae	Spirocerca
slp	Spirocerca lupi	C		w						PIR								2284480	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Nematoda	Secernentea	Spirurida	Spirocercidae	Spirocerca
spi	Spirometra sp.	C		w						SPI				112458005	Spirometra			4407605	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra
smd	Spirometra mansonoides	C		w						SPI				80822007	Spirometra mansonoides			9482679	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra
pnu	Spironucleus sp.	C		w						PNU								4905537	2d59e5db-57ad-41ff-97d6-11f5fb264527	accepted	Protozoa	Metamonada	Trepomonadea	Distomatida	Hexamitidae	Spironucleus
spe	Sporobolomyces sp.	C		f						SPE				112398006	Sporobolomyces	7LLK	ACCEPTED	2518166	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces
ssc	Sporobolomyces salmonicolor	C		f						SPE				243446007	Sporobolomyces salmonicolor	4ZCD5	ACCEPTED	3383956	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces
syd	Sporopachydermia sp.	C		f						SYD				415961008	Sporopachydermia	7LMD	ACCEPTED	2599474	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia
cyr	Sporopachydermia cereana	C		f						SYD				415961008	Sporopachydermia	4ZD2Y	ACCEPTED	2599475	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia
slt	Sporopachydermia lactativora	C		f						SYD				423520003	Sporopachydermia lactativora	4ZD2Z	ACCEPTED	2599476	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia
spx	Sporothrix sp.	C		f						SPX				63100009	Sporothrix	7LN7	ACCEPTED	2512967	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix
ssk	Sporothrix schenckii	C		f						SPX				63100009	Sporothrix	4ZDFA	ACCEPTED	3458592	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix
spt	Sporotrichum sp.	C		f						SPT				125053004	Sporotrichum species	7LNA	ACCEPTED	2518109	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Sporotrichum
sby	Stachybotrys sp.	C		f						SBT				61175005	Stachybotrys	7LST	ACCEPTED	9438147	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys
sta	Staphylococcus sp.	C		+			+			STA			OTH	116499001	Staphylococcus species	7LY9	ACCEPTED	7945561	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sae	Staphylococcus arlettae	C		+			+			STA	SCN		OTH	72465001	Staphylococcus arlettae	4ZKHD	ACCEPTED	3227713	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sau	Staphylococcus aureus ss. aureus	C	X	+			+			STA	SC+		STAS	113961008	Staphylococcus aureus ss aureus	5LA7H	ACCEPTED	7234582	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sai	Staphylococcus auricularis	C		+			+			STA	SCN		OTH	45654003	Staphylococcus auricularis	4ZKHF	ACCEPTED	3227679	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sca	Staphylococcus capitis ss. capitis	C		+			+			STA	SCN		CONS	113962001	Staphylococcus capitis ss capitis	5LA7J	ACCEPTED	7073644	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
scp	Staphylococcus caprae	C		+			+			STA	SCN		OTH	76969000	Staphylococcus caprae	4ZKHH	ACCEPTED	8953383	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
scu	Staphylococcus carnosus	C		+			+			STA	SCN		OTH	9784002	Staphylococcus carnosus	4ZKHJ	ACCEPTED	3227684	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
scg	Staphylococcus chromogenes	C		+			+			STA	SCN		OTH	56629004	Staphylococcus chromogenes	4ZKHL	ACCEPTED	3227714	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
stc	Staphylococcus cohnii ss. cohnii	C		+			+			STA	SCN		CONS	113963006	Staphylococcus cohnii ss cohnii	5LA7N	ACCEPTED	7073646	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sde	Staphylococcus delphini	C		+			+			STA	SCN		OTH	113964000	Staphylococcus delphini	4ZKHP	ACCEPTED	3227691	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sep	Staphylococcus epidermidis	C	X	+			+			STA	SCN		CONS	60875001	Staphylococcus epidermidis	4ZKHR	ACCEPTED	3227655	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
seq	Staphylococcus equorum	C		+			+			STA	SCN		OTH	28217008	Staphylococcus equorum	4ZKHS	ACCEPTED	3227695	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sfe	Staphylococcus felis	C		+			+			STA	SCN		OTH	113965004	Staphylococcus felis	4ZKHT	ACCEPTED	3227683	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sgl	Staphylococcus gallinarum	C		+			+			STA	SCN		OTH	8056006	Staphylococcus gallinarum	4ZKHV	ACCEPTED	3227716	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
shl	Staphylococcus haemolyticus	C		+			+			STA	SCN		CONS	83452006	Staphylococcus haemolyticus	4ZKHW	ACCEPTED	3227680	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sho	Staphylococcus hominis ss. hominis	C		+			+			STA	SCN		CONS	44827007	Staphylococcus hominis	5LA7S	ACCEPTED	3227689	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
snb	Staphylococcus hominis ss. novobiosepticus	C		+			+			STA	SCN		CONS	44827007	Staphylococcus hominis	5LA7T	ACCEPTED	3227690	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
shy	Staphylococcus hyicus	C		+			+			STA	SC+		CONS	19683001	Staphylococcus hyicus	4ZKHY	ACCEPTED	3227717	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sit	Staphylococcus intermedius	C		+			+			STA	SC+		OTH	34605002	Staphylococcus intermedius	4ZKHZ	ACCEPTED	3227666	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
skl	Staphylococcus kloosii	C		+			+			STA	SCN		OTH	53227003	Staphylococcus kloosii	4ZKJ2	ACCEPTED	3227706	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
slu	Staphylococcus lugdunensis	C		+			+			STA	SCN		CONS	103494005	Staphylococcus lugdunensis	4ZKJ4	ACCEPTED	3227663	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sms	Staphylococcus muscae	C		+			+			STA	SCN		OTH	113969005	Staphylococcus muscae	4ZKJ8	ACCEPTED	3227710	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
stt	Staphylococcus pasteuri	C		+			+			STA	SCN		OTH	103495006	Staphylococcus pasteuri	4ZKJA	ACCEPTED	3227709	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sps	Staphylococcus piscifermentans	C		+			+			STA	SCN		OTH	113970006	Staphylococcus piscifermentans	4ZKJC	ACCEPTED	3227672	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
psd	Staphylococcus pseudintermedius	C		+			+			STA	SCN		CONS	427316000	Staphylococcus pseudintermedius	4ZKJD	ACCEPTED	3227682	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
pps	Staphylococcus saccharolyticus	C		a	X		+			STA			OTH	41103009	Staphylococcus saccharolyticus	4ZKJG	ACCEPTED	3227667	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ssb	Staphylococcus saprophyticus ss. bovis	C		+			+			STA	SCN		CONS	113972003	Staphylococcus saprophyticus ss bovis	5LA7W	ACCEPTED	3227705	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sap	Staphylococcus saprophyticus ss. saprophyticus	C	X	+			+			STA	SCN		CONS	113973008	Staphylococcus saprophyticus ss saprophyticus	5LA7X	ACCEPTED	7234581	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
slc	Staphylococcus schleiferi ss. coagulans	C		+			+			STA	SC+		OTH	113974002	Staphylococcus schleiferi ss coagulans	5LA7Y	ACCEPTED	3227661	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ssf	Staphylococcus schleiferi ss. schleiferi	C		+			+			STA	SCN		CONS	103496007	Staphylococcus schleiferi ss. schleiferi	5LA7Z	ACCEPTED	7234580	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ssr	Staphylococcus sciuri ss. sciuri	C		+			+			STA	SCN		CONS	70806002	Staphylococcus sciuri	5LA85	ACCEPTED									
ssi	Staphylococcus simulans	C		+			+			STA	SCN		CONS	52122005	Staphylococcus simulans	4ZKJM	ACCEPTED	3227708	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
spv	Staphylococcus vitulinus	C		+			+			STA	SCN		OTH	113971005	Staphylococcus pulvereri	4ZKM5	ACCEPTED	7439950	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
swa	Staphylococcus warneri	C		+			+			STA	SCN		CONS	63550006	Staphylococcus warneri	4ZKM6	ACCEPTED	3227675	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
sxy	Staphylococcus xylosus	C		+			+			STA	SCN		CONS	32737005	Staphylococcus xylosus	4ZKM7	ACCEPTED	3227711	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
stl	Stemphylium sp.	C		f						STL				90824006	Stemphylium	7MCW	ACCEPTED	2592424	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium
stn	Stenella sp.	C		f						STN				18806000	Stenella	7MEY	ACCEPTED	2623442	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Stenella
stu	Stenella araguata	C		f						STN				83210003	Stenella araguata	4ZUBS	ACCEPTED	5264902	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Stenella
ste	Stenotrophomonas sp.	C		-			-		NFR	STE			NFG-	116400007	Stenotrophomonas species	7MY9	ACCEPTED	3222368	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
pma	Stenotrophomonas maltophilia	C	X	-			-		NFR	STE			NFG-	113697002	Stenotrophomonas maltophilia	5268E	ACCEPTED	3222372	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
stb	Streptobacillus sp.	C		-			-			STB			OTH	419405003	Streptobacillus species	7P69	ACCEPTED	3225903	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus
smf	Streptobacillus moniliformis	C		-			-			STB			OTH	16372003	Streptobacillus moniliformis	52XMD	ACCEPTED	3225904	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus
str	Streptococcus sp.	C		+			+			STR			OTH	116501009	Streptococcus species	7P6U	ACCEPTED	3223465	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sad	Streptococcus acidominimus	C		+			+			STR	SVI		OTH	51182006	Streptococcus acidominimus	52Y2A	ACCEPTED	3227056	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sgc	Streptococcus agalactiae	C		+			+			STR	BS-		LCHS	34228005	Streptococcus alactolyticus	52Y2C	ACCEPTED	3227057	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sly	Streptococcus alactolyticus	C		+			+			STR			OTH	34228005	Streptococcus alactolyticus	52Y2D	ACCEPTED	3227053	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
san	Streptococcus anginosus	C		+			+			STR	SVI		ANGU	44304009	Streptococcus anginosus	52Y2E	ACCEPTED	3227084	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sbo	Streptococcus bovis	C		+			+			STR			VIRP	420625000	Streptococcus bovis group	52Y2G	ACCEPTED	3227123	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
tcn	Streptococcus canis	C		+			+			STR	BS-		OTH	88231003	Streptococcus canis	52Y2J	ACCEPTED	3227060	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sct	Streptococcus constellatus	C		+			+			STR	SVI		ANGU	76199005	Streptococcus constellatus	52Y2N	ACCEPTED									
src	Streptococcus cristatus	C		+			+			STR	SVI		OTH	113980005	Streptococcus cristatus	52Y2R	ACCEPTED	7968001	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sdo	Streptococcus downei	C		+			+			STR	SVI		OTH	116501009	Streptococcus species	52Y2Y	ACCEPTED	3227065	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sdy	Streptococcus dysgalactiae ss. dysgalactiae	C		+			+			STR			LCHS	128338004	Streptococcus dysgalactiae subspecies dysgalactiae	5LBME	ACCEPTED	3227095	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sqm	Streptococcus dysgalactiae ss. equisimilis	C		+			+			STR	BS-		LCHS	113984001	Streptococcus dysgalactiae subspecies equisimilis	5LBMF	ACCEPTED	3227096	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
squ	Streptococcus equi ss. equi	C		+			+			STR	BS-		LCHS	33708000	Streptococcus equi subspecies equi	5LBMG	ACCEPTED	3227116	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
szo	Streptococcus equi ss. zooepidemicus	C		+			+			STR	BS-		LCHS	44106000	Streptococcus equi subspecies zooepidemicus	5LBMJ	ACCEPTED	9684867	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sqn	Streptococcus equinus	C		+			+			STR	SVI		OTH	72646003	Streptococcus equinus	52Y35	ACCEPTED	3227127	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sfr	Streptococcus ferus	C		+			+			STR	SVI		OTH	10049004	Streptococcus ferus	52Y38	ACCEPTED	3227112	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sgy	Streptococcus gallolyticus ss. gallolyticus	C		+			+			STR			OTH	421544007	Streptococcus gallolyticus subspecies gallolyticus	5LBMK	ACCEPTED	7234590	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
spu	Streptococcus gallolyticus ss. pasteurianus	C		+			+			STR			OTH	421253004	Streptococcus gallolyticus subspecies pasteurianus	5LBMM	ACCEPTED	3227070	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sgo	Streptococcus gordonii	C		+			+			STR	SVI		OTH	113986004	Streptococcus gordonii	52Y3D	ACCEPTED	3227111	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
shf	Streptococcus hyointestinalis	C		+			+			STR	BS-		OTH	113987008	Streptococcus hyointestinalis	52Y3H	ACCEPTED	3227081	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sia	Streptococcus infantarius	C		+			+			STR	BS-		OTH	415603007	Streptococcus infantarius	52Y3L	ACCEPTED	3227099	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
std	Streptococcus iniae	C		+			+			STR			OTH	79050007	Streptococcus iniae	52Y3N	ACCEPTED	3227110	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sin	Streptococcus intermedius	C		+			+			STR	SVI		ANGU	62170002	Streptococcus intermedius	52Y3P	ACCEPTED	8820630	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
lut	Streptococcus lutetiensis	C		+			+			STR	BS-		OTH	415605000	Streptococcus lutetiensis	52Y3T	ACCEPTED	3227087	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
smc	Streptococcus macacae	C		+			+			STR	SVI		OTH	59717000	Streptococcus macacae	52Y3U	ACCEPTED	3227106	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
smt	Streptococcus mitis	C		+			+			STR	SVI		VIRP	57997003	Streptococcus mitis	52Y42	ACCEPTED	3227079	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
smu	Streptococcus mutans	C		+			+			STR	SVI		OTH	214001	Streptococcus mutans	52Y44	ACCEPTED	3227119	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sol	Streptococcus oralis	C		+			+			STR	SVI		VIRP	19870004	Streptococcus oralis	52Y46	ACCEPTED	3227086	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
sgu	Streptococcus parasanguinis	C		+			+			STR	SVI		OTH			52Y4A	ACCEPTED	7534795	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
spp	Streptococcus pleomorphus	C		a	X		+			STR			OTH	32134008	Streptococcus pleomorphus	52Y4H	ACCEPTED	3227061	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
spn	Streptococcus pneumoniae	C	X	+			+			STR			STRP	9861002	Streptococcus pneumoniae	52Y4L	ACCEPTED	3227089	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
